tweet,label
At the age of 18 Josh was given 8 years for stealing a bag of crisps and lighting a bin at the Ferguson rebellion.… https://t.co/7j7s9HBGge,0
"@momfroggy This is heartbreaking. It has to change. 
#BlackLivesMatter",0
RT @hastings_museum: We're proud to post 'The Black Lens - Viewing Britain From a Darker Perspective' by Paris Grande - the second of four…,0
"I posted this awhile ago BUT for any sports card collectors, @whitesox #Chicago #ChicagoWhiteSox #BlackLivesMatter… https://t.co/IF5aFJLXnR",0
"RT @LushLife243: Wow. #BlackLivesMatter, not really.",0
@AdamMilstein @LAPDHQ It is clear in the video an officer instigated the violence and damage of property. It is an… https://t.co/x6bjmfIOs4,0
"@ChuckCallesto Arrest both, the #blm leader and Manhattan District Attorney! #NYdistrictattorney",0
"RT @Montalvo501: Unbelievable 
American Nurses Association PAC
Next time I receive a donation request to support, I’ll remember this decisi…",0
"RT @levarburton: You must decide or be convinced that a human being’s worth, their value, is written on their skin. As policy and practice,…",0
"@Squarecle_ Ppl need help fr #나는_샘_오취리와_연대합니다
#I_Stand_with_Sam_Okyere
#BlackLivesMatter",0
Music for the masses and therapy for the soul. #BLM – ♫What Is This Feeling? (From 'Wicked' Original Broadway Cast… https://t.co/KerQZ0XcCV,0
"TOO LATE:  #Dems starting to panic that voters will blame them for #riots…. https://t.co/gy0EIwsmCN…

✅ #Antifa is… https://t.co/E8ZSBA7xyf",0
RT @drofdem: @GregKCTV5 @KCTV5 #BLM has been hijacked by Marxists anarchists destroying streets cities #CCP Chinese communist party trait o…,0
"Chicago's Miracle Mile looted. Video shows BLM rioters looting Louis Vuitton m, talking about bag prices and trying… https://t.co/ZrRisYrMC8",0
@VictorOliverMa1 @Brittany3l Said like a true sheep. 🐑 #blm #maga #KAG2020 #MAGA2020 🇺🇸🇺🇸🇺🇸🇺🇸,0
"@Piggytechnobarb #blacklivesmatter 
Just because the hastag isn't trending anymore doesn't mean it doesn't matter.… https://t.co/GOE93Jt539",0
"RT @MariaGernert: ""[S]ustainable and just cities are, or at least should be, a matter of life and death,"" @FlorAvelino @erasmusuni @TACdrif…",0
RT @GettyImagesNews: #BlackLivesMatter protests demanding #JusticeForBreonnaTaylor in Midtown Manhattan. #NYC #BreonnaTaylor 📷:  David Dee…,0
https://t.co/0wGfJwRxeC 🔊 The Who - My Generation (40th Anniversary Version - Live At Leeds) #AmericaOrTrump… https://t.co/QYpZwBKPAu,0
See this Instagram video by North Louisiana Civil Rights Coalition on Confederate monuments and mascots… https://t.co/xBytEFMqDa,0
"Breonna Taylor

#blacklivesmatter #breonnataylor #painting #tribute

#splintered @aishabadrumusic https://t.co/MCXYgtUQRE",0
"RT @SelahSwift: Looks like #BLM has COMPLETELY ""un-cloaked"" itself, for its TRUE agenda. Peep the word usage.... ""deaths of gay and trans p…",0
"RT @johnis44: Zaila Avant-Garde, 13, Wins National Online Spelling Bee #OVTTDS #ONEV1 #DemCast #BLM  https://t.co/vnAS5A3Rlk via @goodblack…",0
To those who donated money to #blm and every other lying org y’all just funded the “alien invasion” great https://t.co/LPLckbkNei,0
"@Angel1111summit Be concerned. 

WE can change the trajectory of 2021, 2022, 2023, 2024 

Let's get out and #VOTE 

#BlackLivesMatter",0
RT @JeriSamantha: “Hope is a muscle. Hope is sacrifice. Hope is continued work.” @SenBooker to @MomsDemand @Everytown #GSU2020 attendees 💪…,0
"RT @WhatTheFalkPod: 🎙 @WhatTheFalkPod #33 🎙

w/ @A9Mac

😩 Thoughts on Phil Parkinson
👊 #BLM &amp; tackling racism
⚽️ His love for @DMAC102
🐯 Bu…",0
"Good Morning 🖤's &amp; today would be a great day 2 arrest #BreonnaTaylor killers, IJS🤷🏾‍♀️🤷🏾‍♀️🤷🏾‍♀️ #BlackLivesMatter #JusticeForBreonnaTaylor",0
@RajagraUK Heartbreaking. Hang your heads in shame #blm. Where are you when this shit is happening ?,0
White Women have yet to be held accountable for false allegations made against Black Men (400 years and counting)… https://t.co/KNgSbRDuRM,0
RT @E8Powell: What we know for sure is that #BlackLivesMatter won't be holding any protests or vigils for #BernellTrammell because his view…,0
@chadloder #BLM is not really about black lives at all. It's an LGBT SJW movement disguised as a black civil rights… https://t.co/iOdRFVd7qO,0
"The whole video is worth a watch.  Take the 20 minutes.
Acting in small ways every day to help anyone who is oppres… https://t.co/EpU6NHiLoi",0
"This reaches to a core issue with Black/White relations since the #BLM protests started. Police officers, like any… https://t.co/9sYtFSe1w0",0
RT @goodnitebob: Our public spaces reflect our diversity very well.  They've got your BAME #BLM graffiti and crap plastered all over them.…,0
RT @brawnm: Join @MBDiversityLead &amp; @HoganLovells for joint online event #Inclusion &amp; #BlackLivesMatter on #1Oct2020 to include @MBDiversit…,0
"Top 4 Most Tweeted Tags in
24 Hours WorldWide #HBDMaheshBabu - 60.2M+ 🤙👑

#TwitterBestFandom - 60.05M+… https://t.co/2ncxMimLPu",0
RT @StraighttSavage: So last night I received a very disturbing phone call from the Ramsey Skeens the man in the video and here it is. Thes…,0
"RT @scratchyplant: @Demsaremorons45 @DivineeEssence hey, sweetie!

did anyone ever explain to you that the subtext of ""black lives matter""…",0
"RT @JulesBoykoff: Yet again, Portland turns out a MASSIVE crowd to march for #BlackLivesMatter!
 
#PortlandProtests #PDXprotests https://t.…",0
RT @PDocumentarians: Crowds are assembled in front of the Portland Police Association building. The crowd is chanting. The #PortlandMoms ar…,0
Does he understand #BlackLivesMatter https://t.co/rChNiR4S21,0
"@TheZackLethal Great to see so many idiotic comments made by haters.
Jericho said #BlackLivesMatter
But of course w… https://t.co/Y6Ik7Qsi1H",0
"WHEN MY LIBIDO IS THE HIGHEST?!SUBSCRIBE NOW &amp; FIND OUT  😗💋 
#incest #transexual #erotic #Livestream #buyingudes… https://t.co/E6jluheZdL",0
"Youtubers forget people of colour are their subscribers 🤷🏽‍♀️

.
.
.
.
 #melanin #blacklivesmatter https://t.co/6H3FwOn1zM",0
"In a pincer movement, Portland Police kettled protesters and carried out mass arrests on N Interstate Ave. Many pro… https://t.co/ses7seBBFc",0
"RT @steve8herrera: dammit!  again?!  
our nation really needs to gut law enforcement and start over ...1st with education on civil rights,…",0
#BlackLivesMatter protests in #Hawaii | LiveFEED https://t.co/QLxlkCg3l4 via @YouTube,0
"#africa #live #love #laugh 
The Quintessence D’Afrique 
#blacklivesmatter #blackisking #africamatters #new… https://t.co/hNIhSaiDpz",0
Tony Mcdade   #SayTheirNames #BlackLivesMatter,0
"#ChicagoProtests #ChicagoRiots #Chicago
Hey watch out for news cameras and CCTV if you're taking stuff from the sto… https://t.co/bRCA39eujM",0
The crowd has arrived at the Portland Police Association building. This is the police union organization for the ci… https://t.co/HugXdjdw1j,0
We are usually proud to call Fort Collins our home. When racists carrying Trump flags gang up on peaceful BLM prote… https://t.co/RYiXdKofnr,0
"VOTE RACISM and corruption 
@POTUS @SenateGOP @GOP
They are getting richer while #blm #latinos #vets #seniors are d… https://t.co/ZVPl2jUSFN",0
@Gemini_Court @Betty06417439 @kayleegolding_ Privilege stops her accepting your lived experience. I totally accept… https://t.co/hXGOSg5wSA,0
@aosjbtlyhvtlmh1 #BLM is not really about black lives at all. It's an LGBT SJW movement disguised as a black civil… https://t.co/Gi5B8fFcfp,0
"#IveHadEnoughOf (current) America.

This close to the election of a potus I can only motivate you to vote for your… https://t.co/b81tfkpiuM",0
@KamalaHarris @VivianActivist Sad to say but apparently the movement you mention hasn't moved much but I'm cautious… https://t.co/UV7jDYPSSe,0
Nice. #BlackLivesMatter https://t.co/WFf6kPXQ2R,0
RT @SadeeqShittu: Bet successfully came through. 1million    @accuratefixedb2 is real and good. #bbnaija2020 #BBNajia #BigBrotherNaijaLockd…,0
Nicholas Pinnock on ITV Live now talking the tings!! Tell them!! 🗣#BlackLivesMatter #ThisMorning,0
RT @TheDailyEdge: Trump told Governors he could “activate” Bill Barr to help them “dominate” the streets against #BlackLivesMatter proteste…,0
@JFNYC1 Peaceful protest. Another #BLM street mural should help relations.,0
"RT @nicoleMfoy: There’s a parade heading through the streets of Boise, Idaho today, led by Inclusive Idaho. 

The message? #BlackLivesMatte…",0
Same thing we do every night Pinky... What's the that Brain? Dance to AC/DC IN LEIDERHOSEN? Narf!... No Pinky humil… https://t.co/DOzGzltTyu,0
"RT @SayTheirName_io: SAY HER NAME: #SHUKRIABDI: 

Shukri Abdi, a 12-year-old Somali refugee, drowned in a river in Greater Manchester. Her…",0
RT @dondikeanukam: The @ThisIsReno #story on the #Blacklivesmatter #Protest in #DouglasCounty is now up (Check it out): https://t.co/qW4wTp…,0
RT @hungrybowtie: Police moved their line forward a bit. #blacklivesmatter     #protest #pdx #Portland #Oregon #BLM #acab #PortlandProtests…,0
@Solitarnesque @eldiablo0786 @elaina22475794 @WMLabour @andy4wm @DaveThompsonCC @DrJV75 @GwynneMP @ITVCentral… https://t.co/U5Z5ODibvi,0
@EntkamElSlaten's adds are quite ridiculous. But this? This is straight up offensive... are you kidding me?… https://t.co/1HyubeROux,0
"@DVATW What a ploy ...!

Sabotage par excellence !

Now, keep watching #BLM as cover for looting shopping malls ...… https://t.co/c3vrMxLpDL",0
August 13th Aunjanue Ellis will be LIVE on Instagram w/Marquise Hunt. It's Leo season and @aunjanuejlt is not a Leo… https://t.co/fHgPTQeMFP,0
RT @AndrewJank: Listening to speakers at Peninsula Park for #PortlandProtests #BlackLivesMatter . https://t.co/nH5Pi4AZXF,0
#BlackLivesMatter rioters in Portland complaining police were too quick to designate them a riot and didn't give them enough warning.,0
"RT @heidicatch: @omgangielol @MayorJenny Cosign.
Cops gathering unmasked are not declared an illegal gathering.

People protesting the deat…",0
@catturd2 I’d vote for him twice if he shot William Wilhelm on 5th Ave on the #BLM graffiti… https://t.co/CMTK48o1l6,0
"@WWE @undertaker getting paid 500K and #RIPKamala getting paid 10K for a match is just wrong.

Why are we not stand… https://t.co/BpvgshISox",0
@LozzaFox Personally I believe  #BLM is causing the animosity.,0
@TeamTrump @realDonaldTrump @kayleighmcenany Amen🙏🏼 @bishopwtjackson @JoeBiden @ChiefGodbee @LouisFarrakhan… https://t.co/j6faRZRuHl,0
Same here guys please file a complaint because in the season of #blm the BBC are really showing themselves to be bl… https://t.co/RniHzHLAT4,0
RT @UUColumbia: We stand with #BlackLivesMatter #HoCoMD #UUSunday https://t.co/lpRlR9O5pg,0
"#PortlandProtests
 #PortlandProtests
I live 8 miles from PPA and hear the munitions.

As a veteran Bay Area protest… https://t.co/1J5r7FrR7Q",0
Felix's story is over on the dedicated Why Black Lives Matter Tumblr account. https://t.co/DWZRfKz7kv… https://t.co/LIvOszZVvr,0
11:23PM @WalidahImarisha's powerful speech on Black history in Oregon ringing through the streets near PPA. Feel fr… https://t.co/YV71TPxG3k,0
RT @End_myeloma: Black Americans are twice as likely to die from #myeloma than white Americans. Yet &lt;50% of #myeloma trials performed in th…,0
"Will debate anyone on Zoom right now, live on YouTube - we can debate anything from abortion to Trump, Antifa, Covi… https://t.co/ndVJGqBO0q",0
"@PortlandPolice Where I live there was going to be a #BLM march.
The police arrived just before the march started.… https://t.co/wkNfcSuufG",0
"RT @808LK: On August 14th, #TAKE the newest Single drops with my brother @TNT206 on all Platforms!
Prod. by @ILLOQUINT
Heres a sneak peek!…",0
"RT @Phoenix_DHFM2: Top 4 Most Tweeted Tags in
24 Hours WorldWide

👉 #HBDMaheshBabu - 60.2M+

#TwitterBestFandom - 60.05M+

#BlackLivesMatte…",0
Very excited to Chair this panel on Monday 3 August w/ the brilliant @Metienne12 @fufuisonme @KimAntoniaChar1… https://t.co/v3aZoPmizM,0
"Yesterday my brother, who has autism, brought up the issue of police brutality. He is so switched on to the news an… https://t.co/lspM3Hni2D",0
Thank you all for getting this veteran #FBR #Resist #BlueWave2020 #BlackLivesMatter #blm over 1000 followers....can… https://t.co/SRXtPvAr6n,0
"Correction: not former mayoral candidate, WRITE-IN MAYORAL CANDIDATE @TeressaLRaiford 
#WriteInTeressaRaiford… https://t.co/bS6El4T6R7",0
More class art from @colinyatesarty ! He created these incredible images for his 'Black Looks' work... I'm sure… https://t.co/aIHVYuNum3,0
This is a weird way of Ryan to say he doesn't support #BlackLivesMatter https://t.co/xsh1xyjp1T,0
"RT @DannyDutch: Hold a #BlackLivesMatter sign in Harrison, Arkansas and see what happens. 
Via @FirenzeMike 
 https://t.co/eIq8HZymAF",0
https://t.co/0wGfJwRxeC 🔊 The Way I Choose (Demo Reel 1) by Bad Company #AmericaOrTrump #WearADamnMask… https://t.co/SaClWdAmSS,0
"It has now been 150 DAYS since police officers Jonathan Mattingly, Brett Hankison, and Myles Cosgrove MURDERED Breo… https://t.co/uaJJxDx0Rt",0
"gainful education. Constant bombardment of anti-white lies and propaganda from the Rothschild owned media, which in… https://t.co/xYHxNfDuHT",0
RT @hungrybowtie: No police rush yet. Lots of LRAD warnings. #blacklivesmatter   #protest #pdx #Portland #Oregon #BLM #acab #PortlandProtes…,0
"RT @TheGipper2000: Charles Wade, a BLM co-founder. #sextrafficking #BlackLivesMatter https://t.co/fHm1OHBA39",0
I am ready for this school year!  It is going to be the BEST YEAR EVER! @mrronclark_ you made my locker! ❤️💯❤️… https://t.co/9NqnXifAvr,0
"I can't stand the term '#nigga', it's abundantly used within the black community, on social media and inadvertently… https://t.co/o9EcRDCyXX",0
"How horrifying! 
#BlackLivesMatter https://t.co/ORN8AlJBDt",0
So I ask #BLM then why are there so many killings and shootings taking place in Louisville?  Thats not the Cops...… https://t.co/PpkHvt22gZ,0
"RT @LTheorist: Good morning

In case your feeds has went back to normal, here is your daily reminder that

#BIPOC
#BlackLivesMatter 
#Black…",0
"🏚️ When my client showed up for settlement with her Black Lives Matter mask, it was a reminder of how buying a home… https://t.co/7q6y1muX5l",0
"#georgefloyd if he was still alive 
#BlackLivesMatter #AllLivesMatters https://t.co/xoz2dDKJ14",0
@no_silenced He’s right. This is all gonna backfire for the #dems #BlackLivesMatter crowd. The silent majority is g… https://t.co/n6XL2SYUGi,0
✨Ahh got the new photo! 💙🖤✨👑😊 #blm #royalehigh #roblox #royalehighroblox #RobloxTwitter #blue 💙 https://t.co/njyYjNwq3P,0
@MylesMill Maybe because the incompetent mayor @BilldeBlasio has shown so much contempt for the #NYPD.  They someti… https://t.co/hXXmJ3MAPt,0
"A RetroMullet Video Post from Jun 17 2020 ""MulletClipping: Deeper Along the Iceberg are Municipal Courts &amp; Fine Col… https://t.co/fZISelPoEU",0
RT @smartstatistic: Let me add that the national media hasn't even noticed what is happening to #BlackLivesMatter #protesters  here in #Mis…,0
RT @hungrybowtie: Some of the paint from tonight. #blacklivesmatter    #protest #pdx #Portland #Oregon #BLM #acab #PortlandProtests #PDXpro…,0
".@ibec_irl Kara McGann @psych911 opens the 
'Building Inclusive Workplaces – Race Equality Hub for Employers' Event… https://t.co/UwIePHFJKg",0
"@OpieRadio When it comes to protests, the 'how' is the important thing, not the 'why'. Groups of protestors, doesn'… https://t.co/g40vmNUqHD",0
"keeping dreaming big, keep aiming high and don't forget to work smart 😍 
all the best friends😉

And pls stop unfoll… https://t.co/WcypCEHqOH",0
@Nick_4_4_2 @NBA @sixers @trailblazers How is #BLM about politics? Has nothing to do with that at all..,0
@Alyssa_Milano Early July I sat as a silent witness for #BLM in front of John’s church in DC. 3 times ppl came up t… https://t.co/EhZmN2bVV3,0
"DEAR @POTUS @realDonaldTrump 
Mr President Sir, #BlacklivesMatter©™
Unlike @georgesoros, who upon death BECOMES ash… https://t.co/TNLNAsP7yd",0
@BenjySarlin well this suburbanite has done a number of #BLM protests so not sure he's reading the room,0
"It’s Mon. Aug. 10th 2020. As 1 humbled voice, I’m demanding the immediate removal of Shitler45 &amp; Impeached BunkerBa… https://t.co/TPrn17Vj1F",0
10:05PM LRAD 3 threatening specific crowd control tactics again: impact munitions and teargas. Riot cops spotted co… https://t.co/11r1AVERuS,0
You see #BlackLivesMatter https://t.co/c1fFT739iU,0
"Fab list Walt. Chockablock with #resisters Inwas not conneced with but am now. 
We are #stronger together and the m… https://t.co/gDHNBRDTpv",0
"Dear BLM #BlackLivesMatter 
Remember Ferguson and Biden and Obama showed no sympathy for what cops did..

You thoug… https://t.co/G6T2BjaAI3",0
"RT @Alex56030224: They shoot #reporters, don’t they?Reporter #HamzaMaali was shot live while covering #colonialsettlers and #IOF stealing #…",0
It’s interesting that every time the #proudboys are in #seattle there are #riots . 🤦🏽‍♀️🗣🙄🧐🤬    #SeattleProtest… https://t.co/sah21daDLh,0
"Only @BarackObama can put a stop to this, yet he is silent &amp; doesn’t speak in condemnation of this wild’n behaviour… https://t.co/Tni1cGwJmc",0
@JamesBu74794060 Battled 2 #BLM zombies on here earlier but I’m ok!,0
"Super sad day today, make me smile again and sub! 5 FREE TRIALS, get it while you can!  😙👄 
#art #naked #livecam… https://t.co/f7YGBdpywc",0
Say their names! #MichaelBrown #BreonnaTaylor #GeorgeFloyd etc... #BlackLivesMatter https://t.co/cbLEAknoep,0
"RT @kofagodance: This program features works that explore individuality, community, and the sometimes uneasy relationship between. Honored…",0
"Not seeing much of this anymore on my TL and I am aware I have not tweeted about this as well an a while. 

Black… https://t.co/zynLvmvMe1",0
@bgluckman @QuareFellas It’s disgusting what people are yelling out. Such a racist town. And I am sure that it’s no… https://t.co/XV17zQKPa8,0
So this NV Police Chief tells a Library they can't make political statement abt #BlackLivesMatter &amp; WI Police pull… https://t.co/DyHLw3Orap,0
"RT @NoSurveillance2: https://t.co/z4Rf3zid9t

This is an important article and  we've shared a few times. These days, Police in Bristol are…",0
"Thought of the Day- Accountability. Thank you @RoyalNavy 
#BlackLivesMatter https://t.co/NnPJn7LD0g",0
RT @amandamcmullin_: These things happen in HRM too!Protect Black women! #BLM https://t.co/qICWxR1S1t,0
https://t.co/XfRXxgFqEp #PortlandRiots going off on my front step Sunday morning. I almost had to regulate some nei… https://t.co/ZarBK9NQX6,0
@RepJayapal Thank you. ❤️ #BlackLivesMatter https://t.co/PCKBzIjDQ3,0
RT @AmbrossiPatrick: #summerofsolidarity event tonight in the #jcheights was great! Glad to see many members of our #community coming out t…,0
"#PortlandStrong #PortlandProtests #MichaelBrown #BLM @RollingStone Gee, what's this? Portland In Action Still https://t.co/X4R4DPeC3Z",0
RT @DeanHohl: @RL9631 @KathySoltani Where’s #blm? Oh that’s right - they’re the ones that shot him.,0
"RT @AttorneyCrump: 4 MONTHS and still NO ACCOUNTABILITY. We have waited far too long for all 4 officers to be FIRED, ARRESTED, and CONVICTE…",0
Solidarity from Sacramento to the north valley! Support Clarissa Volasgis whos been locked up at the Butte County j… https://t.co/HgQ14vyneD,0
THE TRAYVON MARTIN LAW - STOP THIS FROM HAPPENING AGAIN   #TrayvonMartinLaw #BlackLivesMatter - Sign the Petition!… https://t.co/oM83r7iWKN,0
Register to vote @votedotorg #newmusic #singersongwriter #acapella #hiphop #trap #illuminati #rockthevote… https://t.co/1c8fjtbSm3,0
"Sometimes the level of confidence some people have in their own ignorance astounds me...😳
#blacklivesmatter
#onelove
#onerace",0
"RT @AjaxFiko: Search for topics relevant to you on Twitter, for people that discussing the same issues, create a hub of like-minded thinker…",0
@victormarx This video filmed in 1969 will shock you at how relevant and effectively exposes what certain groups ar… https://t.co/Bj0rMSHfss,0
RT @PDX_Monitor: 11:23PM @WalidahImarisha's powerful speech on Black history in Oregon ringing through the streets near PPA. Feel free to t…,0
....and legitimised the ignorance of hundreds if not thousands of racist idiots on this and other social media plat… https://t.co/fATaS58DRo,0
"RT @LVNancy: @MrAndyNgo These Antifa commies have turned #BlackLivesMatter into a joke.

Send them straight to Russia or China. They'll be…",0
"The Enneagram and Mindfulness for Social Change

Tuesday, August 18
10 am Pacific / 1 pm Eastern
Presented by TNE C… https://t.co/sWjZhTpmWH",0
"RT @KQEDnews: Golden State Warriors head coach 
@SteveKerr
 talks with 
@scottshafer
 and 
@mlagos
 about the league's response to the #Bla…",0
"RT @ZacharySDumont: Disagree with the state? Get kidnapped, literally kidnapped.

Stand up to police brutality!
Fight back against injustic…",0
Looters broke into a Chicago mall and are looting the place clean tonight. #BlackLivesMatter https://t.co/wKJZbcvpoZ,0
#blm sound picky https://t.co/yopMIRW5kh,0
Absolutely the wrong message to send to Hong Kong. #SundayThoughts #SundayService #SundayMotivation… https://t.co/R4xI5R6H24,0
whites claim they willing to understand black experience in America. Have em check stories &amp; photos from upcoming b… https://t.co/5stZ0DjeN6,0
"RT @trappedIikerats: $4208/$8500! #transcrowdfund #crowdfunding #payblacktranswomen #LGBTQtogether #BlackLivesMatter 

PLEASE HELP BLACK TR…",0
"RT @thicciesonly: #나는_샘_오취리와_연대합니다
#I_Stand_with_Sam_Okyere
#BlackLivesMatter 

Y’all are sick 
He was tired of the blatant racism in Korea…",0
Screw #SPD #BLM #BlackLivesMatter #DefundSPD #peopleoverproperty #America #Seattle #JusticeForMikeBrown https://t.co/621ZVBoAcc,0
RT @nationrises: #CCPChina is working with @dnc and @TheDemocrats to create panic and hysteria  and use it as a cover to massively expand #…,0
saw this yesterday!! #BlackLivesMatter https://t.co/oRf3VKp6NF,0
"RT @LevelSlc: A small cardboard campfire has been started, s’mores have been deployed. A protester: “We need s’more community engagement li…",0
RT @SenSHenderson: What disappointing double standards.  Where was the political will to enforce the law at the #BLM Melbourne march on 6 J…,0
"@EngagingFreedom So you’re suggesting most agree with their message, but daytime would increase their believability… https://t.co/e3NXyMQOiO",0
"I dead ass used to get 150-200 views on my snapchat stories, but ever since I started posting about #BLM I LITERALL… https://t.co/zFoqPBJ8dG",0
"List of HBCUs I can think of that would greatly appreciate donations:

Shaw University, Bennett College, Mississipp… https://t.co/7HQMiMT2fj",0
Officers shooting pepper bullets and tear gas from the federal courthouse #BlackLivesMatter  #J25 #PortlandProtests… https://t.co/3QUwYnAqWP,0
"RT @ShinySuccubus1: THERE ARE WAYS TO MEASURE LIFE

we can measure life by the days since a murder #BLM

we can measure life by lives lost…",0
"@DC_Draino #BlackLivesMatter is a #TerroristOrganization
Everyone's saying otherwise, is a part of the #Propaganda… https://t.co/EWSj7P1YdT",0
RT @CanAditude: Liberal/Democrat Mayors asking for Federal financial aid after they allowed protests/riots to continue in their cities ...…,0
"#BL
The former British prime minister Tony Blair turned public apology into a veritable art form. He took it upon h… https://t.co/Y72hHhFBln",0
"About a year ago since @MWSibert tweeted this.
#BLM https://t.co/XWri5lCl3L",0
"Shelter in Place (Day 143).
#crisis #america #americanflag #blm #coronavirus #covid19 #covid_19 #usa #usa🇺🇸… https://t.co/fUdDFEdoAY",0
"RT @HeatherMorrisTV: I think we need to reconsider this whole #cancelculture that we created, simply because its a massive, passive aggress…",0
"RT @ClaudiaWebbe: The fundamental basis of policing: is policing by consent

Its our responsibility to challenge racial profiling &amp; intrusi…",0
RT @The_Mfn_Coldest: The system ain’t nothing to play with but the Citizen definitely ain’t nothing to play with ￼#chicago #fightforyourrig…,0
"""We cannot change the past, but we can change the consequences for the better""

Our latest #podcast explores our re… https://t.co/iMBMZq83gS",0
"https://t.co/12acd1cn9A

Beatles Parody about the Pedos!

""Spot-on lyrics!""

#Pedowood #PedoIsland… https://t.co/XIN2hReApO",0
"If anyone has an Alexa I highly recommend you do this
#PortlandProtest #PDXprotests #BLM #ACAB #portland https://t.co/LAVsncu5cF",0
"@brittencolemd I Love her!! The Voice
Thanks!!! 
#ChicsgoProud👍🏽
#BlackLivesMatter",0
RT @JimPolandcom: Outstanding art! #blm #BlackLivesMatter #trumpgestapo #GestapoTrump #portland #fedterrorists #SecretPolice #COVID19 #COVI…,0
"RT @KimonaQ: 🇺🇸 FIRST BACK THE BLUE MURAL PAINTED IN TAMPA FLORIDA 🇺🇸 

As #FakeNews &amp; #BLM Dig To Find Out If There Was A Permit @JaneCast…",0
So proud to be representing our community! Thank you for featuring us. #BLM #BlackHistoryMonth #FemaleEntrepreneur… https://t.co/RKFPvRJYw9,0
"RT @NORTAG_Media: @MikeCarlton01 Horrifying &amp; educational in equal parts - as best documentaries are
Hate to think how might be in #Aus too…",0
"#POTUS
#realdonaldtrump
#GOP
#DNC
#Foxnews
#CNN
#blacklivesmatter
#Antifa
#ISIS
#NYSE
#WSJ 

It was like every othe… https://t.co/OesUGjdaM4",0
"#BlackLivesMatter
#CorneliusFredericks
We Demand Justice For Cornelius Fredericks https://t.co/yYgjwVQ4RZ via @Change",0
"RT @Arts_42: I Dreamt an Angel by:
🎨©️Bruce Neeley 2020
✍🏻©️Tereza Gillespie 2020
#Art #Poetry #Love #Peace 
❤️☘️🐥❤️☮️❤️🤗✨🙏🌹♾
#StaySafe #St…",0
"This made me LOL! 🤣BLM rioters, stop spreading your Coronavirus!!!!! People are dying from you spreading Coronaviru… https://t.co/y2foprkiiR",0
It’s been over 100 days...                                #blacklivesmatter… https://t.co/iGVs6wrhXx,0
@aliceclara69 this is a real face of #BlackLivesMatter https://t.co/foDB1FmbVN,0
We're looking forward to tomorrow's #mhTV where @Bmat111 @Shanazpottinger &amp; @yyalipende will be talking about… https://t.co/3HavBnZZPy,0
"RT @chunghayiu: #나는_샘_오취리와_연대합니다
#I_Stand_with_Sam_Okyere
#BlackLivesMatter  

i can’t believe this",0
Good morning DC #blm https://t.co/yHovMlwya8,0
RT @FilmEssaying: Hey @SFdirewolf The NHK (Japan's public broadcaster) Barrier Free Variety Show @nhk_baribara had @BayeMcneil &amp; @nanairomi…,0
